hotelId,aveHelpfulnessRatioUser,stdevHelpfulnessRatioUser,pcReviewsExceedMinHelpfulnessSupport,numReviewsUser,numReviewsHotel,ratingUser,numberSubRatingsUser,subRatingMeanUser,subRatingStdevUser,aveRatingUser,stdevRatingUser,aveRatingHotel,stdevRatingHotel,completeness_1,completeness_2,completeness_3,numberTermsEntry,percentageAlphaCharsEntry,fractionUpperCaseCharsEntry,fractionYouVsIEntry,numberTermsSummaryQuote,percentageAlphaCharsSummaryQuote,fractionUpperCaseCharsSummaryQuote,reviewHelpfulness
41,0.577381,0.008418,1,2,325,4,4,3.5,0.57735,4,0,3.486154,1.238761,2,0,1,208,0.777724,0.02037,0.2,4,0.851852,0.086957,0
64,0.512463,0.446987,0.196721,61,62,2,4,2.25,0.957427,3.213115,1.01841,2.870968,1.016001,2,0,0,31,0.788079,0.029412,0,3,0.826087,0.263158,1
173,0.754667,0.363907,0.432432,37,2527,5,0,0,0,3.864865,0.67339,4.173724,1.171166,0,0,0,82,0.780928,0.026403,0.25,1,0.666667,0.125,1
359,0.684211,0,1,1,326,5,4,5,0,5,0,4.404908,0.999311,2,0,1,94,0.798349,0.035451,0.333333,3,0.827586,0.083333,0
7737,0.679248,0.412448,0.230769,13,96,5,4,5,0,4.076923,1.115164,4.635417,0.782974,2,0,1,0,0,0,0,1,0.666667,0.25,1
257,0.804167,0.321581,0.4,10,514,2,0,0,0,3.4,1.429841,3.367704,1.243701,2,0,0,27,0.805147,0.013699,1,2,0.923077,0.083333,0
16773,0.589167,0.494658,0.3,20,241,2,0,0,0,3.75,1.208522,2.240664,1.200766,0,0,0,0,0,0,0,4,0.862069,0.04,1
289,0.88339,0.212046,0.769231,26,153,5,0,0,0,3.961538,0.823688,4.183007,1.022368,0,0,0,0,0,0,0,2,0.857143,0,0
393,0.692949,0.311095,0.75,4,246,5,0,0,0,5,0,3.747967,1.382653,0,0,0,0,0,0,0,2,0.692308,0.222222,0
1042,0.568,0.457567,0.28,25,1645,5,6,4.333333,0.516398,3.56,1.227464,4.06383,1.299049,5,2,4,321,0.784525,0.027421,0,3,0.8,0.166667,1
14885,0.9273,0.139011,0.552632,76,6,2,7,2.285714,0.755929,3.763158,1.141559,3,1.414214,2,2,3,82,0.782934,0.043977,0,5,0.825,0.181818,1
444,0.515152,0.500688,0.333333,3,194,5,4,5,0,5,0,4.226804,0.921872,2,0,1,29,0.78157,0.039301,0,2,0.9,0.222222,0
19119,0.841842,0.307214,0.205882,34,32,4,0,0,0,3.588235,1.437963,3.25,1.135924,0,0,0,268,0.766229,0.049924,0.529412,2,0.941176,0.125,1
18688,0.795427,0.36229,0.442308,52,12,4,4,4,0.816497,4.115385,0.731741,3.416667,1.240112,2,0,1,155,0.763971,0.033686,0.555556,6,0.811321,0.046512,1
23783,0.523611,0.33168,0.666667,6,168,5,7,4.571429,0.786796,3.666667,1.505545,3.928571,1.129736,5,2,4,86,0.778858,0.035881,0.1,1,1,0.125,1
414,0.4,0,1,1,130,2,0,0,0,2,0,4.407692,1.097539,0,0,0,0,0,0,0,3,0.90625,0.103448,0
457,0.727952,0.241127,1,6,247,4,4,4.5,0.57735,4,0.632456,3.356275,1.329233,2,0,1,46,0.755011,0.047198,1,3,0.869565,0.05,0
16909,0.589869,0.470115,0.333333,6,113,4,7,3.571429,0.786796,4.5,0.83666,4.159292,1.106526,5,2,4,169,0.77247,0.019528,0.666667,2,0.916667,0.181818,1
5718,0.732695,0.356383,0.45,20,704,4,4,4,0.816497,3.15,0.988087,3.765625,1.18209,2,0,1,348,0.773957,0.044838,0.444444,8,0.793103,0.065217,1
12807,0.584758,0.481081,0.128205,39,68,1,6,1.666667,0.816497,3.948718,0.916191,2.558824,1.30878,5,0,3,203,0.782703,0.031768,0,2,0.807692,0.047619,1
12297,0.648467,0.420465,0.323529,34,46,3,4,3.25,0.5,3.852941,0.925476,3.673913,1.300502,2,0,1,33,0.798046,0.061224,0,5,0.810811,0.133333,0
342,0.634936,0.450407,0.230769,26,238,4,7,4.571429,0.786796,3.538462,1.174079,4.151261,1.040437,5,2,4,196,0.780584,0.029475,0.333333,3,0.84,0.142857,1
4555,0.928571,0.159719,1,5,507,5,4,4.75,0.5,4.8,0.447214,4.593688,0.706128,2,0,1,143,0.787443,0.0317,0.5,3,0.75,0.2,1
1357,0.608678,0.408374,0.454545,11,79,3,4,3.5,1,3.090909,0.831209,2.620253,1.253751,2,0,1,130,0.780172,0.026519,0.428571,4,0.731707,0.066667,1
19775,0.430049,0.382219,1,7,9,3,7,3.285714,0.48795,3.428571,1.272418,3.444444,1.509231,5,2,2,266,0.767944,0.03039,0.142857,4,0.84,0.047619,0
10318,0.766738,0.335786,0.52381,42,152,1,6,2.5,1.224745,4.380952,1.360638,4.039474,1.280943,5,0,2,95,0.777108,0.018605,0,3,0.809524,0.352941,0
257,0.777778,0,1,1,514,5,0,0,0,5,0,3.367704,1.243701,0,0,0,30,0.821138,0.029703,0,2,0.909091,0,1
202,0.560514,0.376731,0.382979,47,235,5,7,5,0,3.723404,1.015149,4.53617,0.892616,5,0,4,16,0.814371,0.051471,0,2,0.923077,0.166667,0
8018,0.485899,0.476795,0.170732,41,56,2,4,2.25,1.258306,3.439024,1.205172,3.285714,1.17108,2,0,1,127,0.780031,0.029,0,2,0.65,0.153846,1
1934,0.666667,0.57735,0.666667,3,778,4,7,5,0,4.333333,0.57735,3.605398,1.322928,5,2,3,115,0.775455,0.030481,0.636364,2,0.789474,0.066667,1
1487,0.70303,0.447794,0.090909,22,264,4,7,4.428571,0.534522,3.590909,0.796366,4.409091,0.930714,5,1,3,186,0.779701,0.045942,0,3,0.882353,0.066667,1
121,0.916667,0.144338,0.333333,3,203,4,0,0,0,3.666667,0.57735,4.024631,1.149423,0,0,0,95,0.789989,0.022039,0,3,0.866667,0.076923,1
3560,0.796346,0.194843,0.72,25,8,5,0,0,0,4.16,1.067708,4.125,1.356203,0,0,0,52,0.767654,0.023739,0.666667,2,0.888889,0.1875,1
13763,0.795427,0.36229,0.442308,52,211,4,4,4.75,0.5,4.115385,0.731741,3.781991,1.060035,2,0,1,153,0.774468,0.032051,0.75,5,0.763158,0.034483,1
393,0.528015,0.421979,0.714286,7,246,3,7,3.857143,1.214986,3.714286,1.112697,3.747967,1.382653,5,2,3,103,0.78587,0.029046,0.4,2,0.833333,0.2,0
6687,0.708971,0.475238,0.75,4,823,5,7,5,0,5,0,4.066829,1.216935,5,2,4,623,0.788715,0.033207,0.363636,5,0.866667,0.192308,1
7450,0.582345,0.469798,0.228571,35,175,4,7,3.857143,0.690066,3.828571,0.923093,3.742857,1.253566,5,0,2,139,0.795609,0.022835,0.5,3,0.904762,0.157895,1
1482,0.844216,0.264874,1,7,851,1,4,3.5,1.732051,3.714286,1.380131,3.567568,1.481996,2,0,1,327,0.767844,0.028638,0.533333,3,0.925926,0.12,0
16663,0.766738,0.335786,0.52381,42,130,5,4,4.5,0.57735,4.380952,1.360638,4.030769,1.113264,2,0,1,0,0,0,0,2,0.866667,0.153846,1
48,0.703704,0.431227,0.555556,9,111,4,0,0,0,4.666667,0.5,3.522523,1.085833,2,0,0,51,0.793249,0.037234,0,3,0.894737,0.176471,0
25382,0.731378,0.35072,0.4,15,27,5,4,5,0,4,1.253566,4.62963,1.079464,2,0,1,182,0.803288,0.013409,0.5,4,0.740741,0.05,1
25482,0.864103,0.284706,0.384615,13,11,2,0,0,0,4.307692,0.85485,3.545455,0.934199,0,0,0,116,0.795899,0.028103,0,4,0.857143,0.041667,1
1997,0.592713,0.381991,1,3,1413,4,0,0,0,4,1,3.501769,1.194666,2,0,0,12,0.810345,0.021277,0,2,0.916667,0.181818,0
508,0.652597,0.205435,0.8,5,94,1,4,1.75,0.957427,2.8,2.04939,3.829787,1.197114,2,0,0,86,0.803121,0.023916,0.333333,2,0.8,0,0
22925,0.940741,0.096011,0.5,6,75,2,7,3.285714,1.380131,3.333333,1.032796,3.68,1.116946,5,2,3,191,0.788549,0.018692,0.25,4,0.916667,0.121212,1
6330,0.833333,0.288675,1,3,372,5,7,4.428571,0.786796,3.333333,1.527525,4.069892,1.108875,5,2,3,615,0.79973,0.026182,0.789474,2,0.9375,0.133333,1
24708,0.81914,0.336631,0.580247,81,50,4,0,0,0,3.555556,0.921954,2.48,1.388583,0,0,0,0,0,0,0,4,0.870968,0.037037,1
21287,0.763504,0.378109,0.454545,33,108,4,4,4.5,0.57735,4.424242,0.662868,4.314815,0.963329,2,0,1,171,0.781491,0.024671,0,5,0.842105,0.03125,1
1240,0.727263,0.281358,0.666667,18,243,3,0,0,0,3.777778,0.808452,3.938272,1.213005,0,0,0,93,0.791954,0.040639,0.833333,3,0.75,0.25,0
21626,0.545,0.50625,0.1,20,201,5,4,5,0,4.05,1.276302,4.895522,0.532945,2,0,1,119,0.786627,0.06375,0,2,0.758621,0.090909,1
5299,0.666667,0.5,0.222222,9,66,5,7,4.857143,0.377964,4.111111,1.269296,4.878788,0.480869,5,2,3,155,0.785401,0.018587,1,2,0.916667,0.090909,1
4826,0.877525,0.207953,0.758621,29,56,4,4,4.25,0.5,3.482759,0.91107,3.035714,1.306825,2,0,1,133,0.790414,0.029805,0,9,0.815385,0.188679,1
11697,0.733869,0.405188,0.225,40,109,5,0,0,0,3.775,1.143263,3.87156,1.270031,2,0,0,0,0,0,0,3,0.875,0.071429,1
4258,0.559804,0.453423,0.117647,17,89,5,0,0,0,4,0.866025,4.41573,0.974784,0,0,0,46,0.807256,0.030899,0,3,0.846154,0.181818,1
24,0.69256,0.411941,0.235294,51,777,5,4,4.5,0.57735,4.039216,0.662142,4.571429,0.74291,2,0,1,160,0.787546,0.031628,0,3,0.833333,0.066667,1
726,0.64071,0.286467,1,4,285,3,4,2.25,0.957427,2.5,0.57735,3.722807,1.146184,2,0,1,65,0.8,0.029279,1,2,0.888889,0.25,0
2049,0.635237,0.423274,0.27027,74,103,5,7,4.571429,0.786796,3.662162,1.101394,4.737864,0.81603,5,2,4,123,0.772374,0.044081,0,3,0.793103,0.086957,1
359,0.666667,0,1,1,326,5,0,0,0,5,0,4.404908,0.999311,0,0,0,31,0.796491,0.039648,0,3,0.892857,0.04,0
18472,0.641131,0.382019,0.428571,63,346,4,4,3.5,0.57735,3.68254,0.930234,3.650289,1.122478,2,0,1,184,0.796233,0.024373,0.428571,3,0.882353,0.066667,1
19708,0.87051,0.105268,0.866667,15,64,4,4,3.5,1,3.933333,1.099784,4.21875,1.090635,2,0,1,252,0.779983,0.029867,0.375,5,0.694444,0.32,1
4736,0.858,0.250291,0.636364,44,45,3,4,3.25,1.258306,3.295455,1.132594,3.311111,1.549519,2,0,1,103,0.767492,0.029453,0,4,0.764706,0.346154,1
3214,0.872222,0.209595,0.2,10,1296,5,4,4.75,0.5,4.2,0.788811,4.194444,1.157484,2,0,1,145,0.763569,0.028238,0.428571,3,0.875,0.142857,1
14642,0.735052,0.321679,0.5625,16,184,4,6,4.5,0.547723,4,0.632456,4.347826,0.886262,5,2,4,232,0.784063,0.028231,0.615385,1,0.875,0.142857,1
657,0.583333,0,1,1,192,4,4,3.75,0.5,4,0,4.067708,1.249334,2,0,1,88,0.787654,0.026646,0,2,0.875,0.142857,0
7506,0.478667,0.445259,0.133333,15,217,4,7,3.428571,1.133893,3.933333,0.883715,4.488479,0.866616,5,2,3,275,0.768929,0.021429,0.375,3,0.592593,0.0625,0
1977,0.614216,0.447677,0.117647,17,318,3,7,3.428571,0.786796,3.705882,0.919559,4.106918,1.215521,5,2,4,222,0.772338,0.030154,0.066667,2,0.818182,0.333333,0
5059,0.769648,0.242948,0.5,6,494,5,4,5,0,3.666667,1.505545,4.139676,1.12627,2,0,1,78,0.782303,0.044883,1,2,0.882353,0.2,1
13063,0.877976,0.193613,0.5,8,169,4,0,0,0,3.75,0.886405,3.60355,1.135042,0,0,0,0,0,0,0,6,0.829268,0.029412,1
38,0.904762,0.164957,0.333333,3,271,2,0,0,0,4,1.732051,3.656827,1.312454,0,0,0,110,0.792026,0.023129,0,4,0.833333,0.2,0
12325,0.860148,0.154511,0.75,12,261,5,4,4.25,1.5,3.916667,1.083625,4.59387,0.852485,2,0,1,155,0.789474,0.018803,1,6,0.872727,0.125,1
1069,0.780842,0.30908,0.6875,16,204,4,4,3.5,0.57735,3.6875,0.873212,4.838235,0.532962,2,0,1,317,0.774694,0.029781,0.416667,3,0.861111,0.032258,0
12420,0.735714,0.326376,0.428571,7,73,3,0,0,0,3.571429,0.786796,3.726027,1.227693,0,0,0,164,0.765405,0.035887,0.142857,4,0.875,0.035714,0
15231,0.793071,0.25018,0.534483,58,174,2,4,2.5,0.57735,3.137931,1.369444,3.701149,1.427354,2,0,0,39,0.781579,0.026936,0,1,0.8,0.25,0
67,0.833333,0.235702,0.75,4,598,4,0,0,0,3.75,0.957427,3.553512,1.213953,0,0,0,53,0.804527,0.040921,0.2,2,0.928571,0.076923,1
255,0.74048,0.367813,0.5,20,281,2,4,3,0.816497,3.25,0.910465,3.24911,1.397143,2,0,1,53,0.750503,0.029491,0,6,0.826087,0.026316,1
14644,0.666418,0.411584,0.45,20,26,3,4,2.25,0.5,4.15,0.67082,3.769231,1.142198,2,0,1,342,0.785826,0.019468,0.352941,2,0.84,0.047619,1
11462,0.889169,0.118876,0.75,12,30,1,4,1,0,3.666667,1.435481,3.3,1.022168,2,0,0,92,0.778182,0.054517,0,1,0.714286,0.1,1
17632,1,0,0.5,2,10,3,4,3.5,0.57735,4,1.414214,3,0.816497,2,0,1,62,0.786496,0.037123,0,3,0.882353,0.2,1
6737,0.862745,0.329326,0.647059,17,105,4,4,4.5,0.57735,3.882353,0.857493,3.780952,1.176541,2,0,1,133,0.773214,0.054273,0.5,4,0.83871,0.115385,1
17809,0.464286,0.656599,0.5,2,103,4,6,3.833333,0.752773,4.5,0.707107,2.776699,1.162587,5,2,4,224,0.784668,0.023647,0,5,0.791667,0.052632,1
10764,0.464646,0.413685,0.333333,6,78,4,4,3,0,3.833333,0.408248,3.935897,1.292734,2,0,1,29,0.795652,0.071038,0,4,0.833333,0.05,0
457,0.555556,0,1,1,247,2,0,0,0,2,0,3.356275,1.329233,0,0,0,79,0.778582,0.022305,0,4,0.785714,0.181818,0
8158,0.633557,0.427132,0.4,15,136,5,4,5,0,3.8,1.207122,4.102941,1.188085,2,0,1,151,0.777936,0.032937,0,4,0.818182,0.037037,1
6139,0.551852,0.425281,0.444444,9,24,1,7,2.428571,0.9759,4.111111,1.269296,4.208333,0.931533,5,2,4,195,0.788559,0.025605,0,4,0.852941,0.034483,0
657,0.733333,0,1,1,192,5,0,0,0,5,0,4.067708,1.249334,0,0,0,130,0.778157,0.037281,0,6,0.8125,0.051282,0
19129,0.702189,0.438118,0.222222,36,4,4,4,3.5,0.57735,3.555556,0.606839,4,1.414214,2,0,1,52,0.77842,0.022277,0,6,0.815789,0.193548,1
6397,0.435897,0.497859,0.076923,13,337,3,7,2.714286,0.48795,3.384615,0.869718,3.925816,1.209025,5,2,4,59,0.796296,0.031712,0,5,0.818182,0.027778,0
75,0.790585,0.225931,0.75,16,177,2,0,0,0,2.75,1.125463,3.932203,1.063833,0,0,0,119,0.778598,0.024882,0.125,3,0.84,0.047619,0
8440,0.923924,0.124299,0.695652,23,50,3,7,4.285714,0.95119,3.782609,1.126399,3.52,1.129204,5,2,4,171,0.778678,0.044836,0.5,4,0.8,0.0625,1
8128,0.702115,0.419548,0.348148,135,49,5,4,5,0,4.02963,1.119306,3.938776,0.966268,2,0,1,203,0.787007,0.023681,0.666667,5,0.840909,0.027027,1
2691,0.711364,0.34505,0.545455,11,1186,3,0,0,0,4.181818,0.750757,2.919056,1.255613,2,0,0,53,0.792176,0,0.5,7,0.772727,0,1
1124,0.933377,0.102664,0.75,8,218,4,0,0,0,4.625,0.744024,4.027523,0.94023,0,0,0,0,0,0,0,2,0.818182,0.111111,1
5371,0.545455,0.522233,0.363636,11,130,4,0,0,0,3.909091,0.94388,3.507692,1.295467,0,0,0,141,0.801581,0.021696,0,2,0.9,0.222222,1
2175,0.729859,0.361953,0.52,25,1355,2,6,2.5,1.378405,3.44,1.044031,3.442804,1.203244,5,1,4,399,0.776477,0.025735,0.666667,3,0.875,0.142857,1
164,0.933333,0.149071,0.6,5,295,4,4,4.75,0.5,3.2,1.30384,3.715254,1.198186,2,0,1,84,0.784011,0.0161,0,6,0.805556,0.034483,0
25211,0.903235,0.14714,0.5,8,48,1,4,2,1.154701,4,1.309307,3.666667,1.342169,2,0,0,149,0.779661,0.032136,0.222222,6,0.857143,0.047619,0
1023,0.673264,0.444531,0.454545,11,741,3,6,3,0.632456,3.545455,0.8202,3.932524,1.234978,4,2,2,134,0.779029,0.041157,0,5,0.837209,0.111111,1
5936,0.708517,0.401351,0.375,16,70,5,0,0,0,3.75,1.125463,3.242857,1.488465,2,0,0,31,0.803738,0.023256,0,2,0.909091,0.2,1
13954,0.7125,0.300095,0.333333,12,103,3,7,4.142857,1.214986,2.666667,1.302678,2.902913,1.224861,5,2,4,152,0.774873,0.044049,0.384615,4,0.869565,0.05,1
1127,0.578947,0,1,1,24,2,0,0,0,2,0,2.833333,1.833663,0,0,0,47,0.794372,0.024523,1,5,0.804348,0.054054,0
348,0.711825,0.281667,0.636364,11,674,5,7,4.857143,0.377964,3.818182,1.250454,4.568249,0.800595,4,2,4,88,0.792079,0.034375,1,2,0.846154,0.090909,0
19504,0.589983,0.058826,1,2,37,5,0,0,0,4.5,0.707107,3.972973,1.092563,0,0,0,71,0.784195,0.021318,0.75,3,0.904762,0.052632,0
480,0.7,0,1,1,353,3,0,0,0,3,0,2.441926,1.298009,0,0,0,78,0.770992,0.035644,0.2,4,0.88,0.045455,0
17547,0.973684,0.052632,0.25,4,68,2,4,1.75,0.5,3,1.825742,3.147059,1.478853,2,0,1,297,0.78011,0.018414,0.666667,2,0.882353,0.133333,1
67,0.611111,0.078567,0.5,2,598,5,0,0,0,3,2.828427,3.553512,1.213953,0,0,0,20,0.803109,0.032258,0,2,0.833333,0.133333,0
310,0.4375,0.483226,0.3,10,1047,4,6,3.333333,1.21106,3.8,1.135292,3.854823,1.200674,5,2,4,134,0.781746,0.04264,0.636364,3,0.833333,0.12,1
10673,0.853148,0.132554,0.833333,6,281,5,4,5,0,4.5,0.547723,4.291815,1.024819,2,0,1,172,0.794136,0.025385,1,3,0.777778,0.214286,1
1997,0.437307,0.450197,0.121212,33,1413,4,7,2.428571,0.9759,3,1.089725,3.501769,1.194666,5,2,4,127,0.787323,0.020127,0,4,0.818182,0.185185,1
15932,0.531811,0.481423,0.04918,61,69,4,7,4.714286,0.48795,3.540984,0.786845,4.507246,0.901358,5,2,4,105,0.789779,0.041176,1,6,0.846154,0.022727,0
1826,0.49219,0.413806,0.571429,14,249,4,4,5,0,3.642857,1.645841,4.040161,0.936703,2,0,1,26,0.794643,0.039326,0,2,0.909091,0.1,0
3491,0.736934,0.348765,0.542857,35,25,5,0,0,0,3.428571,1.3781,4.28,0.890693,0,0,0,113,0.789679,0.022195,0.222222,3,0.882353,0.066667,1
480,1,0,1,1,353,1,6,1.333333,0.516398,1,0,2.441926,1.298009,5,1,4,92,0.756757,0.029221,0.25,1,1,0.125,1
15472,0.718403,0.379458,0.333333,12,247,4,7,4.142857,0.690066,3.833333,1.114641,4.024291,0.966627,4,2,4,94,0.790454,0.032401,0,3,0.761905,0.0625,1
18747,0.733333,0.434613,0.4,5,20,4,4,4.25,1.5,3.4,1.140175,3.45,1.468081,2,0,1,122,0.79235,0.031034,0.666667,5,0.857143,0.027778,1
105,0.621935,0.37139,0.666667,9,258,5,4,4.75,0.5,4,1.581139,4.484496,0.951014,2,0,1,136,0.793899,0.036345,0.142857,7,0.823529,0.02381,0
7795,0.693277,0.387088,0.285714,7,70,3,0,0,0,3.714286,1.380131,4.228571,0.887456,0,0,0,152,0.78676,0.036315,0.666667,3,0.766667,0.043478,1
11132,0.867003,0.147552,0.842424,165,39,5,7,4.857143,0.377964,4.29697,0.912142,3.794872,1.360717,5,2,3,260,0.796112,0.025974,0,5,0.756757,0.107143,1
1110,0.787046,0.210545,0.714286,7,1515,3,6,2.833333,0.408248,3.142857,1.069045,3.116832,1.216987,4,0,4,751,0.786951,0.021997,0.347826,3,0.666667,0.05,1
17980,0.708515,0.396138,0.208333,24,44,4,7,4,0,2.958333,1.545798,2.977273,1.248043,5,2,4,71,0.769706,0.026104,1,6,0.823529,0.142857,1
173,0.855169,0.246265,0.513514,37,2527,5,5,5,0,4.486486,0.901284,4.173724,1.171166,5,0,1,931,0.778501,0.029257,0.184211,7,0.75,0.205128,1
12447,0.7,0.423861,0.428571,14,256,4,6,4.666667,0.516398,3.857143,1.167321,3.59375,1.126769,5,2,3,113,0.788444,0.002364,0.375,5,0.758621,0.090909,1
7593,0.734315,0.393813,0.2,40,89,3,0,0,0,3.675,0.971055,3.348315,1.306462,2,0,0,0,0,0,0,4,0.846154,0.181818,1
5847,0.743146,0.372685,0.422018,109,56,3,0,0,0,4.165138,0.833486,3.839286,1.247205,0,0,0,0,0,0,0,5,0.810811,0.033333,1
19788,0.555556,0.509175,0.333333,3,51,2,4,2,0.816497,4,1.732051,4.392157,1.234154,2,0,0,148,0.773651,0.019022,0.5,9,0.728814,0.046512,0
24313,0.75,0.273861,0.5,6,12,4,6,4,0.632456,3.833333,0.983192,3.833333,1.114641,5,2,4,238,0.789327,0.055262,0,4,0.833333,0.166667,1
2,0.25,0.353553,0.5,2,345,1,0,0,0,3,2.828427,3.414493,1.384851,0,0,0,73,0.781575,0.076046,0,4,0.875,0.035714,0
8677,0.883713,0.169924,0.7,10,217,5,7,4.857143,0.377964,3.5,1.649916,4.612903,0.803591,5,2,4,143,0.769525,0.033831,0.375,6,0.823529,0.02381,1
5377,0.655875,0.420975,0.315789,19,93,4,7,4.428571,0.786796,3.789474,0.976328,4.516129,1.028009,5,2,4,271,0.781749,0.026358,0,3,0.857143,0.041667,1
28,0.545455,0,1,1,207,5,4,4,1.154701,5,0,2.468599,1.302622,2,0,1,51,0.788177,0.04375,0,6,0.772727,0.176471,0
1231,0.911458,0.164325,0.125,8,214,4,0,0,0,3.75,0.707107,3.271028,1.457183,0,0,0,99,0.775938,0.036984,0,4,0.83871,0.115385,0
132,0.538462,0,1,1,426,4,4,4.5,0.57735,4,0,4.600939,0.809008,2,0,1,89,0.786996,0.029915,0,6,0.866667,0.128205,0
24967,0.779184,0.258242,0.619048,21,39,5,0,0,0,2.857143,1.352247,3.974359,1.087904,0,0,0,0,0,0,0,3,0.885714,0.032258,1
3171,0.923924,0.124299,0.695652,23,127,5,4,5,0,3.782609,1.126399,4.850394,0.379614,2,0,1,514,0.784023,0.035189,0.4,10,0.77027,0.035088,1
2224,0.916667,0.166667,0.25,4,43,4,4,4.5,1,4.5,0.57735,4.046512,1.174197,2,0,1,67,0.785824,0.035294,0.5,3,0.837838,0.032258,0
5253,0.706391,0.39269,0.380952,21,79,5,4,4.25,0.5,4.142857,0.910259,3.898734,0.955348,2,0,1,130,0.797287,0.037037,1,4,0.857143,0.222222,1
473,0.786735,0.201674,0.571429,7,154,5,0,0,0,4.571429,0.534522,4.25974,1.021374,0,0,0,12,0.747573,0.051948,0,2,0.9375,0,0
2124,0.648467,0.420465,0.323529,34,414,4,4,4.25,0.957427,3.852941,0.925476,3.55314,1.331615,2,0,1,221,0.760041,0.058194,0.4,4,0.821429,0.173913,1
164,0.707687,0.410797,0.227273,22,295,5,0,0,0,3.818182,1.097025,3.715254,1.198186,0,0,0,93,0.802367,0.011799,0.857143,2,0.833333,0.1,1
132,0.857143,0,1,1,426,4,7,3.571429,1.133893,4,0,4.600939,0.809008,2,0,0,440,0.77021,0.032394,0.058824,6,0.844444,0.052632,1
2224,0,0,1,1,43,1,6,2.333333,1.032796,1,0,4.046512,1.174197,5,0,2,30,0.808163,0.030303,0,3,0.846154,0.136364,0
6707,0.781502,0.355037,0.4,15,13,4,4,4,0.816497,3.866667,0.516398,3.538462,1.198289,2,0,1,54,0.78501,0.017588,1,2,0.9,0.111111,1
1039,0.873016,0.16265,0.428571,7,275,2,7,2.571429,1.397276,3.714286,1.603567,4.152727,1.195468,5,0,3,132,0.783993,0.020856,0.5,2,0.823529,0.071429,1
2100,0.693576,0.338633,0.3125,16,513,3,7,3.571429,1.133893,3.75,1.064581,4.031189,1.292633,5,2,3,342,0.78622,0.021518,0.5,3,0.789474,0.266667,1
2320,0.721022,0.414924,0.3125,32,215,5,4,4.5,0.57735,3.875,1.263635,4.069767,1.17996,2,0,1,100,0.783957,0.030014,0,2,0.764706,0.076923,1
27365,0.927536,0.090507,1,3,25,1,4,1,0,2.666667,1.527525,2.72,1.594783,2,0,0,227,0.785752,0.034251,0.153846,2,0.894737,0.117647,1
129,0.714286,0,1,1,222,1,7,1.714286,1.253566,1,0,3.234234,1.247295,2,0,0,169,0.789835,0.032174,0,4,0.84,0.047619,0
9867,0.752811,0.366967,0.416667,12,185,3,4,3,0.816497,3.833333,0.937437,3.232432,1.134933,2,0,1,238,0.784594,0.028219,0.090909,3,0.777778,0.047619,0
4161,0.728693,0.43667,0.3125,32,124,2,0,0,0,4.34375,0.901947,3.75,1.159093,0,0,0,0,0,0,0,3,0.846154,0.136364,1
316,0.5,0,1,1,283,5,0,0,0,5,0,4.371025,0.918761,2,0,0,33,0.784615,0.019608,1,3,0.8,0.25,0
26521,0.649121,0.427057,0.370968,62,78,4,0,0,0,3.709677,0.981586,4.012821,1.13382,0,0,0,0,0,0,0,6,0.791667,0.157895,1
164,0.584707,0.24624,0.666667,6,295,4,0,0,0,2.833333,1.169045,3.715254,1.198186,0,0,0,118,0.776065,0.044393,1,6,0.8125,0.051282,0
2200,0.638889,0.47914,0.166667,18,81,4,4,4,0.816497,4.388889,0.849837,3.592593,1.212206,2,0,1,99,0.75495,0.054098,0.142857,2,0.9,0.222222,1
444,0.708333,0.058926,0.5,2,194,5,0,0,0,5,0,4.226804,0.921872,0,0,0,149,0.79397,0.028029,0.5,3,0.766667,0.043478,0
1201,0.768096,0.230905,0.736842,19,225,5,4,4.75,0.5,4.368421,0.830698,3.946667,1.280625,2,0,1,55,0.76673,0.034913,0,2,0.909091,0.1,0
11889,0.855169,0.246265,0.513514,37,61,5,7,5,0,4.486486,0.901284,4.278689,1.002183,5,2,3,260,0.769301,0.043608,0.222222,8,0.821429,0.130435,1
7202,0.340909,0.475007,0.272727,11,10,3,4,2.5,0.57735,3.909091,0.94388,2,0.942809,2,0,1,188,0.780838,0.03086,0.142857,2,0.8125,0.076923,1
75,0.898443,0.147475,0.588235,17,177,5,4,4.5,0.57735,4.823529,0.392953,3.932203,1.063833,2,0,1,98,0.767699,0.028818,0.5,3,0.857143,0.111111,0
11489,0.854167,0.163319,0.5,12,311,4,0,0,0,3.583333,0.514929,3.488746,1.447702,2,0,0,231,0.79534,0.01436,0.8,5,0.818182,0.222222,1
417,0.28125,0.397748,0.5,2,158,4,4,4,0,4.5,0.707107,4.329114,0.960646,2,0,1,31,0.789655,0.030568,0.5,3,0.869565,0.1,0
1938,0.679861,0.331648,0.75,8,265,1,0,0,0,2.625,0.916125,3.267925,1.325704,0,0,0,105,0.780564,0.037483,0.333333,3,0.789474,0.2,0
4435,0.656667,0.384346,0.4,5,93,4,0,0,0,3.6,1.140175,4.505376,0.73164,0,0,0,77,0.798023,0.023009,0,2,0.894737,0.058824,1
17325,0.68757,0.393588,0.5,16,257,2,7,1.857143,0.899735,3.75,0.930949,4.70428,0.688991,5,2,3,315,0.789047,0.028278,0.888889,5,0.789474,0.066667,1
3830,0.642082,0.364876,0.833333,6,73,3,4,3,0,4.166667,0.752773,3.561644,1.280042,2,0,0,26,0.786047,0.029586,0,1,0.909091,0.2,0
